0	0	0	0
10	0	1	0
20	0	2	0
30	0	3	1516
40	0	4	2424
50	0	5	60
60	2	6	0
70	5	7	0
80	10	8	0
90	30	9	0
100	51	10	0
110	80	11	0
120	129	12	0
130	174	13	0
140	233	14	0
150	250	15	0
160	273	16	0
170	277	17	0
180	265	18	0
190	260	19	0
200	240	20	0
210	253	21	0
220	211	22	0
230	206	23	0
240	171	24	0
250	132	25	0
260	117	26	0
270	104	27	0
280	98	28	0
290	89	29	0
300	67	30	0
310	51	31	0
320	39	32	0
330	29	33	0
340	27	34	0
350	30	35	0
360	20	36	0
370	16	37	0
380	3	38	0
390	10	39	0
400	7	40	0
410	3	41	0
420	8	42	0
430	2	43	0
440	7	44	0
450	2	45	0
460	4	46	0
470	1	47	0
480	4	48	0
490	2	49	0
500	3	50	0
510	2	51	0
520	3	52	0
530	0	53	0
540	0	54	0
550	0	55	0
560	0	56	0
570	0	57	0
580	0	58	0
590	0	59	0
600	0	60	0
610	0	61	0
620	0	62	0
630	0	63	0
640	0	64	0
650	0	65	0
660	0	66	0
670	0	67	0
680	0	68	0
690	0	69	0
700	0	70	0
710	0	71	0
720	0	72	0
730	0	73	0
740	0	74	0
750	0	75	0
760	0	76	0
770	0	77	0
780	0	78	0
790	0	79	0
800	0	80	0
810	0	81	0
820	0	82	0
830	0	83	0
840	0	84	0
850	0	85	0
860	0	86	0
870	0	87	0
880	0	88	0
890	0	89	0
900	0	90	0
910	0	91	0
920	0	92	0
930	0	93	0
940	0	94	0
950	0	95	0
960	0	96	0
970	0	97	0
980	0	98	0
990	0	99	0
1000	0	100	0
1010	0	101	0
1020	0	102	0
1030	0	103	0
1040	0	104	0
1050	0	105	0
1060	0	106	0
1070	0	107	0
1080	0	108	0
1090	0	109	0
1100	0	110	0
1110	0	111	0
1120	0	112	0
1130	0	113	0
1140	0	114	0
1150	0	115	0
1160	0	116	0
1170	0	117	0
1180	0	118	0
1190	0	119	0
1200	0	120	0
1210	0	121	0
1220	0	122	0
1230	0	123	0
1240	0	124	0
1250	0	125	0
1260	0	126	0
1270	0	127	0
1280	0	128	0
1290	0	129	0
1300	0	130	0
1310	0	131	0
1320	0	132	0
1330	0	133	0
1340	0	134	0
1350	0	135	0
1360	0	136	0
1370	0	137	0
1380	0	138	0
1390	0	139	0
1400	0	140	0
1410	0	141	0
1420	0	142	0
1430	0	143	0
1440	0	144	0
1450	0	145	0
1460	0	146	0
1470	0	147	0
1480	0	148	0
1490	0	149	0
1500	0	150	0
1510	0	151	0
1520	0	152	0
1530	0	153	0
1540	0	154	0
1550	0	155	0
1560	0	156	0
1570	0	157	0
1580	0	158	0
1590	0	159	0
1600	0	160	0
1610	0	161	0
1620	0	162	0
1630	0	163	0
1640	0	164	0
1650	0	165	0
1660	0	166	0
1670	0	167	0
1680	0	168	0
1690	0	169	0
1700	0	170	0
1710	0	171	0
1720	0	172	0
1730	0	173	0
1740	0	174	0
1750	0	175	0
1760	0	176	0
1770	0	177	0
1780	0	178	0
1790	0	179	0
1800	0	180	0
1810	0	181	0
1820	0	182	0
1830	0	183	0
1840	0	184	0
1850	0	185	0
1860	0	186	0
1870	0	187	0
1880	0	188	0
1890	0	189	0
1900	0	190	0
1910	0	191	0
1920	0	192	0
1930	0	193	0
1940	0	194	0
1950	0	195	0
1960	0	196	0
1970	0	197	0
1980	0	198	0
1990	0	199	0
